iter	Passed	Remaining
0	0	13
1	0	11
2	0	12
3	0	11
4	1	11
5	1	11
6	1	11
7	2	11
8	2	11
9	2	10
10	2	10
11	3	10
12	3	10
13	3	9
14	4	9
15	4	9
16	4	9
17	4	8
18	5	8
19	5	8
20	5	7
21	5	7
22	6	7
23	6	6
24	6	6
25	6	6
26	7	6
27	7	5
28	7	5
29	7	5
30	8	5
31	8	4
32	8	4
33	9	4
34	9	3
35	9	3
36	9	3
37	10	3
38	10	2
39	10	2
40	10	2
41	11	2
42	11	1
43	11	1
44	11	1
45	12	1
46	12	0
47	12	0
48	13	0
49	13	0
